staff_id,restaurant_id,start_persona,final_persona,total_days,exit_day
553a936ab0db86be316861ce6965e94a0b2c2483,128,enthusiastic_rookie,exit,90,90
d166cf05bb85eb278298ffc8abe31338cf972358,128,snarky_rookie,exit,72,72
e958d55d02706c2ad9928a009f669f7a4abf5a77,128,lazy_rookie,exit,1,1
824e6c1e8155c2d2f1408d6f69e72b48d2bc4597,128,workhorse,exit,1,1
315c6c86452c368c8e482ed59200632b4bcf66ca,128,snarky_rookie,exit,51,51
016b866b04b8bf9248abadf0f7b76f11a1ae9520,128,snarky_rookie,exit,92,92
66f292e59b2f6e7b3fb832b1dcc89e0cee0b18ad,128,enthusiastic_rookie,exit,96,96
de9feae1ea9e76d750793493f17d9385f3c55756,128,enthusiastic_rookie,quiet_pro,365,
aa1c05a8ad56bb2972e082745362bef6ee7c486f,128,workhorse,quiet_pro,365,
f78f4a6a4ac71b93ed69542b2e7e74e8bda08683,128,workhorse,exit,18,18
a5b790a91c59fa997319715a4a485edba7365713,128,workhorse,quiet_pro,365,
85a64b210da9ff83a446a5e12367c9fcaf8a3131,128,workhorse,exit,31,31
c37bcf162a2bfa0716e2ea9622b25a9be035bfd4,128,workhorse,exit,314,314
c6b58318d5c90336cbe397f95d7e7571d29ccf3c,128,workhorse,exit,21,21
6425f577f5856ad3f7cc5a0f88f861c2371711b0,128,enthusiastic_rookie,exit,287,287
532d70b721074cf91574515a2fb3b9f273fc9693,128,burned_idealist,exit,1,1
e4f4998cd188934bed5198bbffed82223d1947c1,129,quiet_pro,quiet_pro,365,
c91048ce92258b3c7998a9035b8c18ed267918eb,129,ghoster_in_training,exit,48,48
c36cc3bcfe3576fbdfb6ec3047b5b8f1420930fb,129,enthusiastic_rookie,quiet_pro,365,
62e98db521ce48ed366eb6c1a4d474e260af8f0c,129,burned_idealist,exit,1,1
380399935cbe35c97c0e9b62efecf5bceca6aa7a,129,enthusiastic_rookie,quiet_pro,365,
c578844e9c2135388bae35933d7f6b7a7a7c4261,129,enthusiastic_rookie,quiet_pro,365,
4fdea34986d7c2a3cbd96a9858553956de102c86,129,burned_idealist,exit,1,1
6fbcf782d168c64863c25e0eec60480648143703,129,snarky_rookie,exit,12,12
149afa02551c9f41c2dab7a375c59d0779ce4acf,129,enthusiastic_rookie,quiet_pro,365,
e4d29b785cb85b99b0a7a3f81d77acc4541eb6a3,129,social_glue,quiet_pro,365,
e666e7232deaab22e2afc61fbaca26a3086c2980,129,snarky_rookie,snarky_rookie,365,
fd254db0d246a336c802a9e828a6e4e69a39f2c1,129,overwhelmed_rookie,exit,12,12
8cff0d396ce4a053547dad83c4df4ae17c96e328,129,enthusiastic_rookie,exit,10,10
275b1724ae8518235dfde996433b14e7d75e0d3c,129,lazy_rookie,exit,136,136
a4a981752a0b7f51747d8055532de2819b600df9,129,workhorse,exit,306,306
3a0b0f4d70e244e8acf8909310029c9b7d8a4d3f,129,quiet_pro,quiet_pro,365,
ae4662549679d493a354b46074c1f6a0583818e1,129,snarky_rookie,exit,12,12
9049826b956ed8a20d9e115ca3b38210830f9e44,129,flight_risk_veteran,exit,10,10
5f3f018a49db583a454ce2e5de9104b4570fb56b,129,overwhelmed_rookie,exit,31,31
cf6eec3885788bc005ec2844c6d9639d9dda04f7,129,enthusiastic_rookie,exit,66,66
5c379b9d775fb2fe0b869765468b3f69ca6e60f8,129,lazy_rookie,exit,55,55
2c5b626a90f42100a934edcdc955d6cc105d2ebb,129,enthusiastic_rookie,quiet_pro,365,
d713af07a753c152865be219282247f8b98ec936,129,workhorse,exit,10,10
b90312cd38a918b1a43e7491dfeef75369cceee4,129,enthusiastic_rookie,quiet_pro,365,
dfdf892554fcb062bde90c892f132a580030e975,129,snarky_rookie,exit,1,1
2bd1b2c21c7d653fc28486268f2294b4c8ddfa39,129,ghoster_in_training,exit,15,15
61c2676a9db1dc1c9a5c3872c9b5516933a37122,129,social_glue,exit,1,1
bc37db8d125598442d3efbcfb23c5bf56f90cda0,129,snarky_rookie,exit,88,88
4e4aa606023433aefa0c787aa705b6140e777460,129,overwhelmed_rookie,exit,1,1
e638640fd31cf97efd7d75aea67be37c84af9422,129,snarky_rookie,exit,1,1
bf622490cf8f8470ffae2b502be0f4b210d04396,129,social_glue,exit,1,1
ab90cfdc4011e148d64e0cd500a24c0a776674a6,129,lazy_rookie,exit,35,35
755f6c636510baf04e7cfa52b6441ac50f857c06,129,ghoster_in_training,exit,1,1
144897d2ffe64fa02718222a85aff2ac27eb8fd4,129,workhorse,exit,71,71
9ef6bf38f478ab023d9f004e1744a478d72f7874,129,enthusiastic_rookie,quiet_pro,365,
a0f26be082e247e0b2f0b1f1f6d3443416727f09,129,snarky_rookie,exit,25,25
fc8b40b76dd271a53599031299240c7e088e2b8f,129,enthusiastic_rookie,quiet_pro,365,
b6c39ef3e7cba70fd7f03f88ef0d717661d7c55f,129,enthusiastic_rookie,exit,9,9
5c6faff66798545aa4b94025de57097302a7b83e,129,lazy_rookie,exit,92,92
55d687076140828d9caa3af4f48bd160d8da5d76,129,enthusiastic_rookie,exit,15,15
ce0007605afcdbf720d038dcad0cc16c2fd88b81,129,enthusiastic_rookie,exit,18,18
0dd1263e79328430763e12a403c485ecf01fb0b6,129,social_glue,exit,25,25
8748d46146f7752725bda7b5258b4a578441350d,129,enthusiastic_rookie,exit,194,194
466c2cbe00e40dc19aa6e184425d20d4f322bc68,129,snarky_rookie,exit,1,1
0753cfea5c9bd5915d699b3d018c2db1ecefa627,129,snarky_rookie,exit,5,5
91bff70977c291a6a31fbbb2cff8f64dc654f74b,129,overwhelmed_rookie,cynical_anchor,365,
4988334a05471ca9dd680f4afac664058c06be37,129,overwhelmed_rookie,exit,1,1
f79ce12bb316d4eb96e46b8f4bf670b0e0e49d68,129,enthusiastic_rookie,quiet_pro,365,
f91a9053160859a1cf7c8a05f3873e764e74c1ef,129,workhorse,quiet_pro,365,
7f7bac952902a30ad92e8f9c695d4ae090ddad1a,129,quiet_pro,exit,63,63
fb69f07ca05efe9425d871875c4357fe66848c46,129,snarky_rookie,exit,14,14
cb22d3578eb5d0f14c6621e6506dc7365c359421,129,social_glue,quiet_pro,365,
e888ff7da5e965900a57ff77f33e709c44c39db3,129,lazy_rookie,exit,1,1
3708f1dafaddf9483e98558955ec8d62641b0224,130,enthusiastic_rookie,quiet_pro,365,
cc327fcfd26c85cefd1f80e0f74a674522519783,130,enthusiastic_rookie,quiet_pro,365,
bc63c9ca522ef73520bdaca30cf622cbdd5ac8f5,130,workhorse,quiet_pro,365,
68fe82f1b56fd46ed811e0bf3cb9e9961ecf0e98,130,lazy_rookie,exit,15,15
c9cf0a45edbd92fcd12d3cc5e33aaa4b85c88181,130,snarky_rookie,exit,126,126
c6702faf2d192795830d168f6786ff1b2f396241,130,lazy_rookie,lazy_rookie,365,
cc7444be5191139cf1d9dc5c02c6b7c9fc11d93a,130,overwhelmed_rookie,exit,44,44
81558499b8c8e97d1867fbe24669ba265982da15,130,workhorse,quiet_pro,365,
2d869bd0ccb20cc4b611d47d58137a97f5a6dda8,130,ghoster_in_training,exit,1,1
a3b8020aedac384e468e064b89c2cd2881e05f99,130,enthusiastic_rookie,quiet_pro,365,
39a31ec8329543221fc39c94fdf819de9b03c278,130,enthusiastic_rookie,exit,91,91
324441579fec6fee6ddbb9fa33dedf913cab2bbe,130,overwhelmed_rookie,exit,1,1
c2ab16dcbe584d64014e48ae5e9954530f12f628,130,quiet_pro,quiet_pro,365,
65f1efc859746a8026786bcd4b281f5a14bbb203,130,snarky_rookie,exit,27,27
f572b1858fa41415cd301cf3a21d2ec414307c37,130,social_glue,quiet_pro,365,
c6f205f53e57c1bc0f798f01a6e120e6115ade5b,130,enthusiastic_rookie,quiet_pro,365,
980ad1fc2c29b0f376b1845c8170c78871b3df2a,130,burned_idealist,exit,1,1
052075c38c12f45c5560e373f8e10262567f1171,130,lazy_rookie,exit,1,1
086e19e8149db3a35a6fd8f8a11265262f73abbd,130,social_glue,quiet_pro,365,
93a07ab3d456a2e839607c95186b50a8b16249db,130,snarky_rookie,exit,1,1
eba9d192c3bd2d87e47025a8aad4b258dad98830,130,enthusiastic_rookie,exit,307,307
5c51b3bb1873ff8b06160490812b1ab82f0d2816,130,burned_idealist,exit,1,1
c76641e480ef7ab7be4d58b4b8e4c56defbbd093,130,snarky_rookie,exit,60,60
b18accf91b8571f062664ece5eb6972d9df7de4e,130,snarky_rookie,exit,1,1
96d4283163446013bce856e0dc655f08c3eba0b7,130,snarky_rookie,exit,51,51
65366da598b5f658de8c476adbffa6183ec1a404,130,overwhelmed_rookie,cynical_anchor,365,
0a159ebb7e2943ff25e09b8c2572d4e45b2ef7fd,130,social_glue,quiet_pro,365,
90dc24e661555814bd4c157404827d558ef18650,130,burned_idealist,exit,1,1
cc628a79c698fd8a5d253e7d3d70e499b1c7ec20,130,enthusiastic_rookie,quiet_pro,365,
b313d3949becdfe37f251b108769fba0638780d7,131,enthusiastic_rookie,quiet_pro,365,
3c5cad302db50d288cf410c1052b4a98bad5a3e5,131,lazy_rookie,exit,1,1
a73f859c109336954b44d64a07e88b2afbdaed78,131,workhorse,quiet_pro,365,
a8ffacdd661a0596cea80b86570f2ff974d0f33a,131,lazy_rookie,exit,22,22
c9601e609f26fd8c4e2b36851d4f5b14e3355dd2,131,enthusiastic_rookie,exit,234,234
7c2a0e72a0a3147c7d899002f3d6f162b268fece,131,burned_idealist,exit,2,2
7e3285794bca0dc30ebfd1deb3ca7b0917d700c6,131,workhorse,quiet_pro,365,
0fab85e7c718c60d40df32336ac2fe905f4beab0,131,enthusiastic_rookie,exit,174,174
61f272947db6b1fcb5b661e1fb40384a790145ce,131,lazy_rookie,exit,9,9
57d05722399bd833bd59d633318825dc399c4780,131,burned_idealist,exit,13,13
d35f6b02498f3b3809f27012850c04630df49df8,131,lazy_rookie,exit,1,1
3ff570de809032d42a51ff6ee7ddc5505831abbf,131,social_glue,quiet_pro,365,
8724c2ed6b170c49ddaf7661bcd1d441787189a6,131,burned_idealist,exit,1,1
5abfc77c37824954abcc46442a93925c1b1c9405,131,enthusiastic_rookie,exit,4,4
12eb0632fc272ed29fa449c8e05977e3bba2080b,131,workhorse,quiet_pro,365,
27fe3760dc93545fd4ae89d8fa2b926b38e3111e,131,lazy_rookie,exit,1,1
5d64eddc40770959e948cc1ad0a1c948616e7560,131,social_glue,quiet_pro,365,
4ada2824ef36c5b2aa2c191343587c8953b09916,131,overwhelmed_rookie,exit,1,1
274b78924253cb644527c0923f580524871d20f1,131,enthusiastic_rookie,quiet_pro,365,
a0382182236fe726a167900e43aebc21f8dd7b31,131,snarky_rookie,exit,53,53
2b29fcfd90d3061c7d148215a026b075f0888873,131,lazy_rookie,exit,49,49
243638e74432494e405fc0718eba849ee768a367,131,workhorse,exit,132,132
0cd2b0a73041600ab5ea46034ea5d61bf9f37d3f,131,workhorse,quiet_pro,365,
46fd26aab4984446b2df7bba254d7f99f3a47b7b,131,workhorse,exit,1,1
da9b516417c29c8d360a6f01b76913873982e97e,131,ghoster_in_training,exit,1,1
697ea10c128956b115dbadb31341580795a54178,131,burned_idealist,exit,1,1
29627a347d1d0c06dd91a069e714aab9f042c65a,132,snarky_rookie,exit,1,1
646beea9e6203a33beeb06177c9680f40da2e58a,132,burned_idealist,exit,1,1
51e63c58de11942ae8400ec850c83903461598e1,132,enthusiastic_rookie,quiet_pro,365,
efd71f85a2b063710e3dbb2d38e29ab6b343e5b8,132,snarky_rookie,snarky_rookie,365,
2f6c0da7bd40bb31e3ea7bb651648ae676185ed2,132,workhorse,exit,17,17
bacd1cc2361faef3e2323c12edcf91c0d3ab679d,132,overwhelmed_rookie,exit,1,1
c87adc8d7d688e58a972276d1b4de293e1a93d36,132,lazy_rookie,exit,1,1
7e2d9f3c56f7b0c4ca086d66e10be28a1eaab135,132,enthusiastic_rookie,quiet_pro,365,
cbe599ce44191b2fd2816a61c309382db241ca7b,132,social_glue,exit,18,18
2a9d29cbd39a629d46d11495659dfc3f73d1009b,132,burned_idealist,exit,1,1
2dabcbf47612a1d2e7439bd3097c7cbcb5d44f84,132,snarky_rookie,exit,1,1
031d389a418aff601a7c7f0fc4531a6218ccf616,132,workhorse,quiet_pro,365,
feaa0b96245e90309c4ead8d566b69cbffc0c155,132,snarky_rookie,exit,1,1
c3a498ad45dd93a10590833a7ee12be2eae9d5fc,132,snarky_rookie,exit,10,10
6f8a3a15f38d502d979ae2f7c1dc82f761c5cbbb,132,enthusiastic_rookie,exit,1,1
7ec51cdfed7631956c9088ad7ecd71bf051bfc2a,132,workhorse,exit,85,85
11fda5340c6f2ad542ff6ae7d7ac8f098f679843,132,lazy_rookie,exit,172,172
e46e38d80d84b798e3cb7c266f51692d41d27992,132,lazy_rookie,exit,7,7
25deff388e1e4f63bfde78809f3d0fda6936b451,132,social_glue,exit,1,1
081f2cd19472877dee89c47df2ff391785ee1d0e,132,snarky_rookie,exit,16,16
f300924e27c5d5590e8c8d847411d59221233aa5,132,enthusiastic_rookie,exit,306,306
9a178a4bfa2341387fb9415bf37708937824dc9a,132,enthusiastic_rookie,exit,5,5
9dc7762b5a940a4270218ce9a2c923281ba9afae,132,lazy_rookie,exit,143,143
dcc4e34892dc54864c6e778ec7ae9d6d679dba3e,132,enthusiastic_rookie,quiet_pro,365,
d338a9b6384316fe0240bc93208469c3d09dc4db,132,burned_idealist,exit,1,1
f33a2af66a37964edb20f524febe46d7cf69dd88,132,lazy_rookie,exit,26,26
2e952ca39023273b2c124462ff62f7fb8cd7bb45,132,burned_idealist,exit,61,61
bfbe813e73f51b6ee8fe6aeca070af933e13fb99,132,ghoster_in_training,exit,163,163
180e9130fef8a5675969ea1b324dc0c0c5b564cd,132,workhorse,quiet_pro,365,
cdd14195b9473692c19fc857b508d1c52d923430,132,snarky_rookie,exit,1,1
38419506afd106f6b1953a0d84af92445d97a79c,132,workhorse,exit,26,26
3c3d54bbae6ebd24135a64f6ebbfd3891c08c438,132,overwhelmed_rookie,exit,1,1
2e74425faf59845178fdc2bd6c63af25f65fa3b7,132,lazy_rookie,exit,28,28
af3d10ef4bea28cfddfd9c7bded2264f8ae2e9a1,132,burned_idealist,exit,16,16
c5fcaa69152128029c82349d5cb577b519e5f9c0,132,snarky_rookie,exit,21,21
636c7faa861cf177929aad01d4b1b1ff0c1cc3ad,132,snarky_rookie,snarky_rookie,365,
aa25e649b068936154f47459ce40241a85d5c150,132,workhorse,exit,21,21
2d22a43dd7a58a077e3f45b232c31cb96db4d0c5,132,social_glue,quiet_pro,365,
9e4d0af48bb1a8329935d34152bd1c9d37d81485,132,lazy_rookie,exit,100,100
c0bb54ca2ffb30453e880de594cdeb2a527c0d34,132,snarky_rookie,exit,67,67
c01d501bbfc828b554930dd44af2db38dd89cd48,132,enthusiastic_rookie,exit,56,56
0b5489081464651db5a6267a6ca6f4040f08aaa8,132,lazy_rookie,exit,53,53
91c1beadd751136b04f9f731bfbca2c07bf0bc77,132,lazy_rookie,exit,1,1
7f2886106dc7eed604ee9f9d999e2e431a1eca19,132,burned_idealist,exit,1,1
b9faf753f01f5c91234a36c0466f988508b707a3,132,enthusiastic_rookie,exit,25,25
dd35ffd4a6119c1d6de7d203cd87694d3c792d76,132,enthusiastic_rookie,quiet_pro,365,
3161738b32c70dbb0f08dd483cd77089aa5c9c8e,132,snarky_rookie,exit,2,2
8f952218d7891e5c7c77476401cd68a28eaf816a,132,lazy_rookie,exit,329,329
13938fc2c95140b33298cb521d777b32f67bd41d,132,lazy_rookie,exit,331,331
17ca1c7e5ce844f187e3ee128646a167fcd1641d,132,enthusiastic_rookie,exit,30,30
7d8c36979a25373d8200ad25ddaea5ed93f43c90,132,enthusiastic_rookie,exit,174,174
5e8be51509a0ae7924a79dcbce67f0769af3784a,132,lazy_rookie,lazy_rookie,365,
00b7f4170ab7e882893d4fa0644664ea8847a94d,132,enthusiastic_rookie,quiet_pro,365,
a3cc4b1062df1d3d5e0c9bb452753d888a2b3ec7,132,lazy_rookie,exit,12,12
1b7acfeb970383a3d2c1d8d2d6e44f97c005bd47,132,snarky_rookie,exit,21,21
db59489be34d0acab86bb61567d2f5334e7cf8d7,132,emerging_leader,exit,224,224
6a72229e7bbdc7808bfb4ffc196a83b93ae62acd,132,overwhelmed_rookie,exit,42,42
f294c838cf87a28d580db3bd483273ab35f18231,132,workhorse,quiet_pro,365,
d731d43391a941a2667fd3f8f65ce4001180ef60,132,overwhelmed_rookie,exit,1,1
8c4879692fa399d40cc3bdb7f12090871f0c664e,132,overwhelmed_rookie,exit,10,10
b77afa52e83eac8fdaa72bb46b666fa8f1f7d4b7,133,overwhelmed_rookie,exit,1,1
21ff9f8da8b1cfa720b8849d08ec5b7d0a44916e,133,ghoster_in_training,exit,1,1
b5b6bd6753cf16ee04e81ad77af50f7f27453409,133,social_glue,quiet_pro,365,
c41948fa650c379474ab9f6efa7026f6f7990632,133,snarky_rookie,exit,45,45
c13706af86d30a0b82c03d400d18601075fc4962,133,snarky_rookie,exit,18,18
5677c8b9b5fb5478709e3e195a3e5308ec41fa78,133,burned_idealist,exit,1,1
32af22e24dc102d9904d88e694cf2687e6680dbd,133,overwhelmed_rookie,exit,52,52
4680497e25350ec6f81109dd39cbc1be85be3706,133,enthusiastic_rookie,exit,325,325
0aa5282aaf1d7088f05bcaa130792d8d47b2c0b5,133,snarky_rookie,exit,34,34
413321cfa9c572b218886e9440b4201184a1248f,133,snarky_rookie,exit,101,101
02a1deb8b289fbaf5742293709eb196955729d91,133,burned_idealist,exit,15,15
bb6eb56ed15bfdd968eb89c366991fe08331cf2b,133,overwhelmed_rookie,exit,51,51
6fbf1dd8c8aa1270f4e28e08574ab3b4add3a7f5,133,burned_idealist,exit,1,1
0b2326fca42ed3110f7cd3f6e8e5ecd479dc983f,133,lazy_rookie,exit,1,1
842af66a0978cafe48ebfa337b250bc57180b2ca,133,workhorse,quiet_pro,365,
9fad61866be3524e0bd29e684f6d04473c96a344,133,enthusiastic_rookie,exit,286,286
06c06683785246e43ed13103904157b5f5f97bf4,133,enthusiastic_rookie,quiet_pro,365,
62b075ce687d649405a8cdc796bf8798e9477c29,133,snarky_rookie,exit,1,1
d9edb652533d460452090eccdcfe489d0c6d12a4,133,snarky_rookie,exit,1,1
5068a0b8f473fbbc11d0fdc5281d598b3844cb15,133,social_glue,quiet_pro,365,
bb1febbe32b7bbd94e29cd11ba17638096478ba3,133,lazy_rookie,lazy_rookie,365,
9c2b0e906bd722951642ead5cc6f7d3a669ad598,133,ghoster_in_training,exit,21,21
aa6fba1ba42bdccd6f1b454b6f313c9c94201f4e,133,social_glue,quiet_pro,365,
3f5644293783d227152039ac42a6f570bf4d3fed,133,enthusiastic_rookie,exit,86,86
574cddac072ed2e2a7eb7f705dbc23a37e8db9e4,133,snarky_rookie,exit,1,1
87fd93ce2123e8c97dd143c3ffcba473140538f8,133,workhorse,quiet_pro,365,
7d941e7fe8e45d98a5e39a5b2dfe34baff2fe38b,133,snarky_rookie,exit,126,126
200d38f4cbd9080c35befd754dfed19d0a7e140f,133,emerging_leader,quiet_pro,365,
03060985ffe4702f9f88e35311e339a5b4bb3cad,133,overwhelmed_rookie,exit,1,1
e3998af28ccfc12f9160c130a589f42214688dc3,133,overwhelmed_rookie,exit,13,13
62792e4d99de71293a8a6f1033dbc147ac4114e9,133,overwhelmed_rookie,exit,6,6
fb607609c2b61dd9fb4a15364056870fdf06d25e,133,workhorse,exit,96,96
c8a39dca0cd8819d973a539f4756ae7519627802,133,overwhelmed_rookie,exit,1,1
e30f29e1e3306c0f41423b8be9efadc65ed5b2c3,133,snarky_rookie,snarky_rookie,365,
d902c5cbcb27177a42479bdd36207d3fb0d567bb,133,snarky_rookie,exit,85,85
3809d955dd9762a198cec874ffded4df201127e7,133,overwhelmed_rookie,exit,1,1
99de59794363d1dc31571d7bed0728d5eb52057a,133,lazy_rookie,exit,40,40
f1431fe96f647f0924c2c5473c4b9c0c9dbca395,133,snarky_rookie,exit,1,1
b21467f84338773617305b244f51db008a793390,133,workhorse,quiet_pro,365,
42b634a3bdc9a069fb44cd5cc5d6d92134e48523,133,ghoster_in_training,exit,84,84
0da3c90c45679a59ff794995ee310d3de80391a2,133,lazy_rookie,exit,1,1
a62a90c7a94ea89c98dd26c7083a6e2ea51ca647,133,overwhelmed_rookie,exit,1,1
0f9d4a6eb31a8d1836356cc91ce129b78fd1de07,133,workhorse,quiet_pro,365,
f339568d063f2d69add5359b6e4e2dc48234383a,133,overwhelmed_rookie,exit,1,1
de60f6d3827f78a0f90c55d98940a18a58e1498d,133,workhorse,exit,20,20
74b6ba8ccb54508f6fe008044abdcd09d486c7f2,133,snarky_rookie,exit,77,77
db3552f5fee1c63b43885a42bcb407574e12e332,133,lazy_rookie,exit,1,1
b78ecfaae92ac4f911e1ccc3295a039024c0d130,133,overwhelmed_rookie,exit,1,1
e5a158322d324fa35160c0fe2852a67f2b5b9130,133,lazy_rookie,lazy_rookie,365,
08382286f36aadac698542423e285178c2313d85,133,enthusiastic_rookie,exit,71,71
85653a06f2294a60ad083a9ee2bc50501b2c6c83,133,overwhelmed_rookie,exit,12,12
b233d114b835168e4bdbe7e78be573386f130e69,133,burned_idealist,exit,1,1
fec92dd2bf5243e997b9cfa315c838caec9295fd,133,enthusiastic_rookie,exit,46,46
4a92006b1cb56c89bb966a5f6babde6c1620f6f4,133,overwhelmed_rookie,exit,1,1
6ad1f349e2f86cfc56fd5be6baf325ff8a56ebb2,133,enthusiastic_rookie,exit,91,91
d6ecf2a9e33453e7680aecb16b592cddeddaf9f7,133,enthusiastic_rookie,exit,62,62
eff4b60f78c8ca78b5d29bbe46cd19064d5749c2,133,lazy_rookie,exit,52,52
79ad837f07a59c50e9cc37cf25e6edf28fead705,133,ghoster_in_training,exit,1,1
ad55eb3e8016b7e254ff25543fcce6bf82eab769,133,workhorse,quiet_pro,365,
03b4766627a12a125c034d2dbbadcf0c7a457757,133,workhorse,exit,66,66
e116662fdc5e06eb1e14608fbb6e94e292a10308,133,ghoster_in_training,exit,1,1
d987b1403d63187e4b58e97d39dc1bb892c2db7c,133,enthusiastic_rookie,exit,50,50
2e007d5b275d48025acbf372748c35a147378423,133,emerging_leader,quiet_pro,365,
c73e98e8c096d9c04d158db69e67d603ba07c936,133,enthusiastic_rookie,exit,53,53
6dd1379f1fe91cdc694d23b743e0b646cd7884c7,133,workhorse,exit,1,1
9886193a3e645d1bfcaa15c33abf1d829e42a71e,133,snarky_rookie,exit,84,84
df2caf5f6230d1cf70d51e767ba6b2596bc82886,133,workhorse,exit,1,1
6eaa9b8c449f66f817fa315beaf4131e1881d7f2,133,workhorse,exit,1,1
9254ac03e419d970b51b7e3b4c01531a0e5e532f,133,social_glue,quiet_pro,365,
c31c585d48bdb6ae386607bbd9c2248e49d5707c,133,snarky_rookie,exit,93,93
52a7a9ca4a0d08bee5e5df0b55904212059a64dd,133,overwhelmed_rookie,exit,29,29
927230f4f6e66ab56e48d8151b5f02e6b4db2fe3,133,ghoster_in_training,exit,1,1
07625b3d7047da21e891d53e6b31d779a54975c8,133,workhorse,exit,1,1
465ceceb42d1ca5de88863f0a3635a868875d1ee,133,snarky_rookie,exit,1,1
a80d7afd377414d4e832a78a8909c13da4416c5b,133,flight_risk_veteran,exit,64,64
e6f8d654bce894d3451fa3558a04682bcd90cc2a,133,lazy_rookie,lazy_rookie,365,
feb78aae12e3a646c5ebf2809a00808a42a2f68a,133,ghoster_in_training,exit,33,33
841c175542efcbb7657d86b9d0bb6b1f073525df,133,workhorse,exit,1,1
6e9b0353cb4a1a4adef08a99e729c45cbd272f1e,133,lazy_rookie,exit,1,1
0791d78386db0e38d5e0c59d5b7ee4b945edbebe,133,burned_idealist,exit,1,1
6c32da9ee583d5d29a1f9b58d8943405d2913dcf,134,workhorse,quiet_pro,365,
6128710129be6c1bc59cdc56eaa572d5a0e4bfec,134,enthusiastic_rookie,exit,7,7
e73934d25af5a7e7f8d36c495207a88939f349fe,134,snarky_rookie,exit,1,1
818ca1193259a462f5463a6c0f157d37e6a579e9,134,workhorse,exit,21,21
6d708d74dda938f1dad6edf11c7d61f601c5a5c2,134,lazy_rookie,exit,165,165
393c624c01f9d93a2017868b3af29ce0abab5665,134,lazy_rookie,exit,129,129
f822ec3b72c376efcd8c7bb5123f514d596d3280,134,overwhelmed_rookie,exit,77,77
1d269d9bacbfd3d7fa83db126b9aac8f36a5e42d,134,enthusiastic_rookie,exit,2,2
a977a6f9c83e20f22c104f90376d22c28f612748,134,enthusiastic_rookie,quiet_pro,365,
1341880b93fb25d5f3ff1640e27f4b98a0c0da9a,134,workhorse,exit,62,62
74334892fabd67cdddfceb6e9c646c52d7dddeb0,134,ghoster_in_training,exit,130,130
15920e87f72e351c985c4b7286853b660df2b7c4,134,snarky_rookie,exit,18,18
3d031da0f9231627d2a0beeb1729fc8e3ff1018a,134,workhorse,quiet_pro,365,
ca7b15734d88da0b96c76944a93e1230bbb9c241,134,snarky_rookie,exit,1,1
0157a3a2b24a0a271f24c09cc4cf03f399bef30d,134,workhorse,quiet_pro,365,
45dd69430a41de2de4c0cef461ad2260b1b7c437,134,social_glue,quiet_pro,365,
055ce0b98c7d400aa84d2e5ec123df326393565d,134,enthusiastic_rookie,quiet_pro,365,
38e800400ffcf1e1197cd08f9e8e4bc69b4604e0,134,enthusiastic_rookie,exit,30,30
86ee189f83c70020a0bcbbccb4bcd5d00d674593,134,enthusiastic_rookie,quiet_pro,365,
98bd83fb72f1b9a0841645e2e22728ecb8321ba4,134,workhorse,exit,112,112
b861727f5db5f7199424299420aba63437094ecf,134,workhorse,exit,25,25
93bf3c94ce37a34a41a2c68bdb60e1c7e7261472,134,social_glue,exit,46,46
503c2a513202bc87c6ebffe3822e306a08a0228a,134,workhorse,quiet_pro,365,
8c96ad92552cd90b960cffa0d4ebd5e1895c15b0,134,snarky_rookie,exit,16,16
f20a4a4476fe7e5cfea8ad01f21e7e4f1b678e2c,134,emerging_leader,exit,1,1
eddf917ea914ee4118ca0a141dd5a61498d82b9a,134,enthusiastic_rookie,exit,4,4
b86fca41434d4a4ff21e74677cf053eccc0c8698,134,burned_idealist,exit,1,1
aeff53412f12451799a1c62a4dff711773e25532,134,workhorse,quiet_pro,365,
39d7803ed04d60519f47163d592601dad0e0414b,134,enthusiastic_rookie,quiet_pro,365,
36f2d51404c7f3248a666ddfd7eb31f82d9e8b8f,134,overwhelmed_rookie,exit,1,1
2729c2a1705d99377ed4e6a68e7236b2c8aad387,134,lazy_rookie,exit,13,13
ab6211f0857b3279ef9deb299db3a12638a7df56,134,lazy_rookie,exit,1,1
aea57cce28b2eb23e1b3fc9255e3dd26662a839b,134,overwhelmed_rookie,exit,1,1
2113603883670690b2a70738a5e8d3bb7ea7a4f7,134,overwhelmed_rookie,exit,101,101
f4733c8a7dbf7da09db2de6d05c278a420f87791,134,overwhelmed_rookie,exit,47,47
ea7b5969e6dfebe9ba60d510792991b1a74ec84d,134,snarky_rookie,exit,1,1
6c7a5aa9bce70cb0b3f1da37ac4e83ae461be004,134,overwhelmed_rookie,exit,1,1
7e50f986763345190275cb2184e83c988cc396fc,134,enthusiastic_rookie,exit,12,12
172f538e39591ef04290fed216a2a9f5bec997cf,134,enthusiastic_rookie,exit,14,14
d3ec33ebaa274d73ceee035df3307f57f2443fca,134,snarky_rookie,exit,113,113
2f8ea9e587b512acf46a70368a18a3edca68ffbf,134,social_glue,quiet_pro,365,
554a5dfd056646b76aefcc1ec9c9ba073f7e8cbb,134,lazy_rookie,exit,1,1
4c46a451e0a54e0df9a6a96b68410375e63d66f1,134,enthusiastic_rookie,exit,27,27
2967de7509b76d389be6f965dc1cc6ba9dd32b25,135,enthusiastic_rookie,quiet_pro,365,
